"symbiont","host"
"S5","H13"
"S13","H18"
"S15","H8"
"S15","H16"
"S15","H17"
"S15","H20"
"S15","H23"
"S16","H23"
"S19","H22"
"S19","H23"
"S20","H13"
"S20","H15"
"S20","H19"
"S21","H15"
"S21","H19"
"S22","H23"
"S23","H9"
"S23","H10"
"S23","H15"
"S23","H19"
"S24","H23"
"S25","H6"
"S25","H8"
"S25","H12"
"S25","H13"
"S25","H15"
"S25","H20"
"S27","H15"
"S28","H13"
"S28","H18"
"S28","H19"
"S29","H22"
"S29","H23"
"S30","H9"
"S30","H15"
"S30","H19"
"S31","H23"
"S32","H13"
"S32","H15"
"S32","H22"
"S32","H23"
"S33","H13"
"S33","H15"
"S33","H18"
"S33","H19"
"S33","H22"
"S33","H23"
"S34","H22"
"S36","H22"
"S36","H23"
"S37","H22"
"S37","H23"
"S44","H15"
"S44","H18"
"S44","H19"
"S44","H23"
"S45","H15"
"S45","H18"
"S45","H23"
"S46","H9"
"S47","H9"
"S48","H23"
"S49","H22"
"S49","H23"
"S50","H22"
"S50","H23"
"S51","H23"
"S52","H23"
"S53","H22"
"S54","H13"
"S54","H22"
"S54","H23"
"S55","H3"
"S55","H13"
"S55","H22"
"S56","H13"
"S56","H23"
"S57","H13"
"S57","H22"
"S57","H23"
"S58","H5"
"S58","H6"
"S58","H12"
"S58","H13"
"S58","H17"
"S58","H18"
"S58","H19"
"S58","H20"
"S58","H21"
"S59","H5"
"S59","H6"
"S59","H12"
"S59","H13"
"S59","H17"
"S59","H18"
"S59","H19"
"S59","H20"
