"symbiont","host"
"S5","H19"
"S7","H28"
"S8","H5"
"S8","H6"
"S8","H23"
"S8","H28"
"S10","H9"
"S10","H11"
"S10","H19"
"S10","H20"
"S11","H3"
"S11","H19"
"S15","H7"
"S15","H9"
"S15","H19"
"S16","H8"
"S16","H19"
"S16","H20"
"S18","H11"
"S21","H8"
"S22","H8"
"S23","H28"
"S25","H7"
"S25","H20"
"S26","H7"
"S26","H19"
"S28","H21"
"S28","H27"
"S29","H19"
"S29","H20"
"S33","H9"
"S33","H19"
"S33","H20"
"S34","H27"
"S35","H5"
"S35","H6"
"S35","H28"
"S36","H21"
"S36","H22"
"S37","H21"
"S37","H22"
"S38","H5"
"S38","H6"
"S38","H23"
"S39","H7"
"S39","H20"
"S39","H21"
"S39","H22"
"S40","H23"
"S42","H5"
"S42","H6"
"S42","H24"
"S42","H28"
"S43","H28"
"S46","H8"
"S46","H20"
"S46","H21"
"S46","H22"
"S47","H28"
"S49","H24"
"S50","H7"
"S50","H20"
"S51","H7"
"S51","H19"
"S52","H9"
"S52","H20"
"S53","H23"
"S54","H8"
"S54","H20"
"S54","H21"
"S54","H22"
"S55","H8"
"S55","H11"
"S55","H19"
"S55","H20"
"S55","H25"
"S56","H7"
"S56","H8"
"S56","H20"
"S57","H3"
"S57","H7"
"S57","H8"
"S57","H20"
"S58","H23"
"S59","H23"
"S60","H3"
"S60","H20"
"S61","H3"
"S62","H27"
"S63","H3"
"S64","H8"
"S64","H11"
"S64","H20"
"S64","H26"
"S65","H24"
"S66","H8"
"S66","H19"
"S68","H23"
"S69","H24"
"S70","H5"
"S71","H5"
"S71","H6"
"S72","H5"
"S73","H28"
"S74","H27"
"S75","H11"
"S75","H26"
"S76","H5"
"S77","H28"
"S78","H5"
"S79","H3"
"S79","H27"
"S80","H19"
"S80","H20"
"S80","H28"
"S81","H8"
"S81","H19"
"S81","H20"
"S82","H3"
"S83","H7"
"S83","H19"
"S83","H20"
"S84","H5"
"S85","H19"
"S86","H19"
"S87","H23"
"S87","H27"
"S88","H23"
"S88","H27"
"S89","H11"
"S89","H19"
"S89","H20"
"S89","H25"
"S90","H3"
"S91","H20"
"S92","H5"
"S92","H20"
