"symbiont","host"
"S4","H16"
"S5","H3"
"S5","H11"
"S5","H12"
"S5","H15"
"S5","H17"
"S5","H18"
"S5","H23"
"S6","H3"
"S6","H8"
"S6","H9"
"S7","H3"
"S7","H6"
"S7","H8"
"S7","H9"
"S9","H7"
"S9","H11"
"S9","H12"
"S9","H23"
"S9","H24"
"S14","H3"
"S14","H6"
"S14","H9"
"S14","H17"
"S14","H18"
"S16","H8"
"S16","H18"
"S17","H13"
"S18","H13"
"S20","H8"
"S20","H9"
"S20","H16"
"S21","H6"
"S21","H8"
"S21","H9"
"S23","H6"
"S23","H8"
"S23","H9"
"S24","H7"
"S24","H13"
"S24","H21"
"S24","H22"
"S25","H6"
"S25","H8"
"S25","H9"
"S26","H6"
"S26","H8"
"S26","H9"
"S29","H16"
"S30","H6"
"S30","H8"
"S30","H9"
"S31","H3"
"S32","H16"
"S33","H3"
"S34","H3"
"S35","H3"
"S35","H16"
"S36","H3"
"S36","H16"
"S37","H16"
"S38","H17"
"S39","H6"
"S39","H7"
"S39","H14"
"S40","H16"
"S41","H6"
"S41","H16"
"S42","H6"
"S43","H3"
"S43","H16"
"S44","H3"
"S44","H16"
"S45","H3"
"S45","H16"
"S46","H16"
"S46","H19"
"S47","H16"
"S47","H19"
"S47","H20"
"S48","H3"
"S48","H16"
"S49","H6"
"S50","H3"
"S50","H17"
"S50","H18"
"S51","H3"
"S51","H6"
"S51","H17"
"S51","H18"
"S52","H6"
"S52","H8"
"S52","H9"
"S52","H14"
"S52","H20"
"S53","H8"
"S53","H9"
"S53","H14"
"S53","H20"
"S54","H6"
"S55","H6"
"S55","H7"
"S55","H14"
"S56","H6"
