"symbiont","host"
"S3","H7"
"S6","H9"
"S6","H11"
"S7","H3"
"S7","H10"
"S7","H12"
"S13","H3"
"S13","H6"
"S13","H7"
"S13","H9"
"S14","H3"
"S14","H6"
"S14","H7"
"S14","H9"
"S15","H7"
"S16","H3"
"S17","H7"
"S18","H3"
"S18","H7"
"S18","H9"
"S18","H11"
"S19","H3"
"S19","H7"
"S19","H9"
"S19","H11"
"S19","H12"
"S20","H6"
"S20","H10"
"S21","H6"
"S21","H10"
"S22","H3"
"S22","H6"
"S22","H9"
"S22","H12"
"S23","H3"
"S23","H6"
"S23","H9"
"S23","H12"
"S24","H6"
"S25","H3"
"S25","H7"
"S26","H6"
"S27","H7"
"S28","H6"
