"symbiont","host"
"S4","H3"
"S4","H5"
"S4","H9"
"S4","H11"
"S4","H15"
"S4","H16"
"S4","H21"
"S7","H9"
"S7","H10"
"S7","H11"
"S9","H3"
"S9","H5"
"S9","H8"
"S9","H17"
"S13","H3"
"S13","H8"
"S13","H9"
"S13","H10"
"S13","H11"
"S13","H17"
"S13","H20"
"S13","H21"
"S17","H9"
"S22","H8"
"S22","H17"
"S23","H15"
"S23","H16"
"S23","H18"
"S24","H3"
"S24","H5"
"S24","H10"
"S24","H18"
"S25","H3"
"S25","H4"
"S25","H5"
"S25","H10"
"S25","H18"
"S26","H3"
"S26","H8"
"S26","H9"
"S26","H10"
"S26","H11"
"S26","H12"
"S26","H17"
"S27","H10"
"S30","H3"
"S30","H9"
"S30","H10"
"S30","H11"
"S30","H16"
"S31","H3"
"S31","H4"
"S31","H9"
"S31","H10"
"S31","H11"
"S31","H16"
"S32","H3"
"S32","H8"
"S32","H9"
"S32","H10"
"S32","H17"
"S32","H20"
"S32","H21"
"S33","H3"
"S33","H8"
"S33","H9"
"S33","H10"
"S33","H17"
"S33","H20"
"S33","H21"
"S34","H4"
"S35","H3"
"S35","H9"
"S35","H10"
"S35","H11"
"S35","H16"
"S37","H9"
"S38","H9"
"S40","H3"
"S40","H8"
"S40","H9"
"S40","H10"
"S40","H11"
"S40","H12"
"S40","H17"
"S41","H3"
"S43","H3"
"S43","H8"
"S43","H11"
"S43","H17"
"S44","H8"
"S44","H16"
"S44","H18"
"S45","H4"
"S46","H3"
"S47","H3"
