"symbiont","host"
"S9","H8"
"S9","H9"
"S10","H11"
"S10","H12"
"S10","H13"
"S11","H13"
"S12","H11"
"S12","H12"
"S13","H2"
"S13","H6"
"S13","H7"
"S13","H8"
"S13","H11"
"S13","H12"
"S13","H14"
"S15","H2"
"S16","H2"
"S17","H2"
"S17","H6"
"S17","H7"
"S17","H9"
"S17","H10"
"S17","H12"
"S17","H13"
"S17","H14"
"S18","H2"
"S18","H6"
"S18","H7"
"S18","H9"
"S18","H10"
"S18","H12"
"S18","H14"
"S19","H2"
"S19","H7"
"S19","H8"
"S19","H9"
"S19","H10"
"S19","H11"
"S19","H13"
"S20","H2"
"S20","H7"
"S20","H8"
"S20","H9"
"S20","H10"
"S20","H11"
"S20","H14"
"S21","H11"
"S21","H12"
"S22","H6"
"S22","H11"
"S22","H12"
"S23","H11"
"S23","H13"
"S23","H14"
"S24","H11"
"S24","H13"
"S24","H14"
