"symbiont","host"
"S3","H2"
"S3","H6"
"S3","H7"
"S3","H8"
"S3","H9"
"S3","H10"
"S3","H11"
"S3","H13"
"S3","H14"
"S8","H1"
"S8","H2"
"S8","H3"
"S8","H6"
"S8","H7"
"S8","H8"
"S8","H15"
"S8","H16"
"S10","H1"
"S10","H2"
"S10","H4"
"S10","H5"
"S10","H9"
"S10","H10"
"S12","H2"
"S12","H3"
"S12","H5"
"S12","H10"
"S12","H11"
"S12","H12"
"S12","H16"
"S13","H3"
"S14","H1"
"S14","H4"
"S14","H5"
"S14","H9"
"S15","H3"
"S15","H4"
"S15","H5"
"S15","H12"
"S15","H15"
"S15","H16"
"S16","H1"
"S19","H2"
"S20","H1"
"S20","H2"
"S20","H4"
"S20","H5"
"S20","H11"
"S20","H14"
"S21","H1"
"S21","H3"
"S21","H5"
"S21","H10"
"S21","H11"
"S21","H13"
"S21","H14"
"S22","H1"
"S23","H1"
"S23","H2"
"S23","H4"
"S23","H5"
"S23","H11"
"S23","H14"
"S24","H1"
"S24","H2"
"S24","H4"
"S24","H5"
"S24","H11"
"S24","H14"
"S25","H1"
"S25","H4"
"S25","H5"
"S25","H10"
"S26","H1"
"S27","H2"
"S27","H4"
"S27","H5"
"S27","H9"
"S27","H12"
"S27","H16"
"S28","H1"
"S28","H3"
"S28","H5"
"S28","H12"
"S28","H15"
"S29","H2"
"S30","H2"
"S31","H1"
"S32","H2"
"S33","H3"
"S33","H5"
"S33","H12"
"S33","H15"
"S33","H16"
"S34","H1"
"S35","H2"
"S35","H4"
"S35","H5"
"S35","H9"
"S35","H12"
"S35","H15"
"S35","H16"
"S36","H2"
"S36","H4"
"S36","H5"
"S36","H9"
"S36","H12"
"S36","H15"
"S36","H16"
"S37","H1"
"S37","H3"
"S37","H4"
"S37","H5"
"S38","H1"
"S39","H1"
"S39","H4"
"S39","H5"
"S39","H11"
"S39","H13"
"S39","H14"
"S40","H1"
"S40","H4"
"S40","H5"
"S40","H11"
"S40","H13"
"S40","H14"
"S41","H1"
"S41","H3"
"S41","H5"
"S41","H12"
"S41","H15"
"S42","H2"
"S43","H2"
"S43","H3"
"S43","H4"
"S43","H9"
"S43","H10"
"S44","H2"
"S44","H3"
"S44","H4"
"S44","H9"
"S44","H10"
