"symbiont","host"
"S5","H10"
"S5","H12"
"S5","H13"
"S8","H12"
"S8","H13"
"S18","H10"
"S19","H13"
"S21","H10"
"S22","H10"
"S22","H12"
"S22","H13"
"S26","H2"
"S27","H5"
"S27","H10"
"S27","H12"
"S28","H2"
"S28","H5"
"S28","H7"
"S28","H10"
"S28","H12"
"S28","H13"
"S29","H10"
"S30","H3"
"S30","H10"
"S31","H2"
"S32","H3"
"S33","H3"
"S34","H5"
"S34","H7"
"S34","H10"
"S34","H12"
"S34","H13"
"S35","H2"
"S36","H2"
"S36","H3"
"S37","H4"
"S37","H5"
"S37","H7"
"S37","H10"
"S37","H12"
"S38","H3"
"S39","H2"
"S39","H5"
"S39","H10"
"S39","H12"
"S39","H13"
"S40","H2"
"S41","H12"
"S42","H12"
"S43","H3"
"S43","H12"
