"symbiont","host"
"S7","H6"
"S7","H8"
"S7","H13"
"S10","H3"
"S11","H6"
"S14","H12"
"S15","H3"
"S15","H6"
"S15","H8"
"S15","H9"
"S15","H13"
"S16","H6"
"S16","H8"
"S17","H3"
"S18","H8"
"S18","H9"
"S19","H6"
"S21","H3"
"S21","H6"
"S21","H8"
"S21","H9"
"S21","H10"
"S21","H13"
"S22","H3"
"S22","H6"
"S22","H8"
"S22","H10"
"S22","H11"
"S22","H13"
"S23","H3"
"S24","H4"
"S24","H8"
"S24","H9"
"S24","H10"
"S25","H4"
"S25","H6"
"S25","H8"
"S25","H10"
"S26","H3"
"S27","H4"
"S27","H6"
"S27","H8"
"S27","H9"
"S29","H4"
"S29","H12"
"S29","H13"
"S30","H6"
"S30","H8"
"S30","H9"
"S30","H12"
"S30","H13"
"S31","H4"
"S32","H6"
"S32","H12"
"S33","H4"
"S33","H6"
"S33","H12"
"S33","H13"
"S34","H8"
"S34","H9"
"S35","H4"
"S35","H8"
"S35","H9"
"S36","H6"
"S36","H8"
"S36","H9"
"S37","H3"
"S37","H6"
"S37","H8"
"S37","H9"
"S39","H3"
"S39","H6"
"S39","H8"
"S39","H9"
"S40","H3"
"S40","H6"
"S40","H8"
"S40","H9"
"S41","H4"
"S41","H6"
"S42","H4"
"S43","H3"
"S44","H3"
"S44","H12"
"S45","H4"
"S46","H3"
"S46","H8"
"S46","H10"
"S46","H11"
"S47","H3"
"S47","H8"
"S47","H10"
"S47","H11"
"S48","H6"
"S48","H9"
"S49","H4"
"S50","H8"
"S50","H12"
"S51","H3"
"S51","H8"
"S51","H12"
"S52","H4"
"S53","H4"
"S54","H3"
"S55","H4"
