"symbiont","host"
"S6","H3"
"S6","H6"
"S10","H2"
"S11","H10"
"S14","H2"
"S15","H2"
"S16","H2"
"S17","H2"
"S18","H2"
"S18","H3"
"S20","H2"
"S22","H2"
"S22","H3"
"S23","H2"
"S24","H2"
"S26","H2"
"S26","H3"
"S27","H2"
"S27","H3"
"S28","H2"
"S28","H3"
"S29","H2"
"S30","H3"
"S31","H2"
"S31","H11"
"S31","H12"
"S32","H3"
"S33","H3"
"S34","H3"
"S35","H2"
"S35","H3"
"S35","H6"
"S35","H7"
"S36","H3"
"S37","H3"
"S38","H2"
"S40","H2"
"S40","H3"
"S40","H6"
"S40","H7"
"S41","H2"
"S41","H8"
"S41","H9"
"S41","H10"
"S41","H12"
"S42","H2"
"S42","H8"
"S42","H9"
"S42","H10"
"S42","H12"
"S44","H2"
"S44","H3"
"S45","H2"
"S45","H3"
"S45","H10"
"S45","H11"
"S46","H2"
"S46","H3"
"S46","H10"
"S46","H11"
"S47","H2"
"S47","H3"
"S47","H6"
"S47","H7"
"S48","H2"
"S49","H2"
"S50","H2"
"S50","H3"
"S51","H2"
"S51","H3"
"S51","H7"
"S52","H3"
