"symbiont","host"
"S9","H5"
"S9","H7"
"S15","H5"
"S16","H9"
"S16","H11"
"S17","H5"
"S19","H5"
"S19","H9"
"S19","H10"
"S19","H11"
"S19","H12"
"S22","H5"
"S23","H5"
"S24","H9"
"S24","H10"
"S28","H5"
"S28","H9"
"S28","H11"
"S29","H5"
"S30","H5"
"S30","H7"
"S31","H5"
"S31","H7"
"S32","H5"
"S32","H9"
"S33","H5"
"S33","H7"
"S33","H9"
"S33","H10"
"S34","H5"
"S35","H5"
"S36","H7"
"S37","H5"
"S37","H9"
"S39","H5"
"S39","H7"
"S39","H9"
"S39","H11"
"S40","H5"
"S40","H7"
"S40","H9"
"S40","H11"
"S40","H12"
"S41","H5"
"S42","H5"
"S42","H9"
"S42","H10"
"S43","H7"
"S44","H5"
"S45","H5"
"S46","H5"
"S46","H9"
"S46","H10"
"S46","H11"
"S46","H12"
"S47","H5"
"S47","H9"
"S47","H10"
"S47","H11"
"S47","H12"
"S48","H5"
"S48","H9"
"S48","H10"
"S48","H11"
"S48","H12"
"S49","H5"
"S50","H5"
"S51","H5"
"S52","H7"
"S53","H5"
"S54","H5"
"S55","H7"
"S56","H7"
"S57","H7"
"S59","H5"
"S60","H5"
"S60","H9"
"S60","H10"
"S60","H11"
"S60","H12"
"S61","H5"
"S61","H9"
"S61","H10"
"S61","H11"
"S61","H12"
"S62","H5"
"S62","H9"
"S62","H11"
"S63","H5"
"S63","H9"
"S63","H11"
