"symbiont","host"
"S13","H13"
"S15","H21"
"S15","H44"
"S16","H27"
"S22","H21"
"S24","H21"
"S29","H26"
"S33","H10"
"S34","H25"
"S38","H5"
"S38","H29"
"S39","H29"
"S40","H29"
"S41","H21"
"S41","H44"
"S42","H42"
"S42","H43"
"S43","H34"
"S44","H27"
"S44","H28"
"S45","H42"
"S46","H5"
"S47","H5"
"S48","H11"
"S49","H42"
"S49","H43"
"S50","H39"
"S51","H40"
"S52","H5"
"S53","H5"
"S54","H44"
"S55","H12"
"S56","H12"
"S57","H35"
"S58","H6"
"S59","H5"
"S59","H29"
"S61","H32"
"S61","H33"
"S62","H6"
"S63","H42"
"S63","H43"
"S64","H42"
"S64","H43"
"S65","H47"
"S66","H48"
"S67","H49"
"S68","H50"
