"symbiont","host"
"S11","H7"
"S13","H4"
"S14","H8"
"S14","H9"
"S14","H20"
"S16","H8"
"S16","H9"
"S17","H8"
"S17","H9"
"S18","H8"
"S18","H9"
"S18","H19"
"S21","H8"
"S21","H10"
"S21","H21"
"S23","H8"
"S23","H9"
"S23","H20"
"S24","H8"
"S24","H9"
"S24","H20"
"S25","H8"
"S25","H9"
"S25","H20"
"S26","H19"
"S27","H8"
"S27","H9"
"S28","H8"
"S28","H9"
"S29","H8"
"S29","H21"
"S30","H10"
"S30","H18"
"S30","H22"
"S31","H8"
"S31","H9"
"S31","H20"
"S32","H8"
"S32","H9"
"S32","H20"
"S33","H10"
"S34","H9"
"S35","H7"
"S35","H9"
"S36","H10"
"S37","H7"
"S39","H4"
