"symbiont","host"
"S9","H9"
"S16","H34"
"S16","H35"
"S17","H46"
"S17","H47"
"S19","H13"
"S22","H5"
"S23","H16"
"S24","H12"
"S25","H17"
"S26","H19"
"S27","H5"
"S28","H5"
"S29","H23"
"S31","H3"
"S32","H3"
"S33","H12"
"S34","H55"
"S34","H56"
"S35","H26"
"S36","H30"
"S36","H31"
"S37","H5"
"S38","H3"
"S38","H5"
"S40","H3"
"S40","H36"
"S40","H37"
"S42","H18"
"S43","H12"
"S44","H12"
"S45","H46"
"S45","H47"
"S47","H13"
"S48","H13"
"S48","H47"
"S49","H30"
"S49","H31"
"S49","H42"
"S50","H32"
"S50","H43"
"S51","H50"
"S51","H54"
"S52","H9"
"S53","H9"
"S53","H46"
"S53","H47"
"S54","H44"
"S54","H51"
"S55","H44"
"S55","H52"
"S56","H3"
"S56","H51"
"S56","H58"
"S57","H5"
"S58","H3"
"S58","H51"
"S58","H58"
"S59","H52"
"S60","H50"
"S60","H53"
"S61","H54"
"S62","H5"
"S63","H18"
"S64","H5"
"S66","H5"
"S66","H29"
"S67","H50"
"S67","H57"
"S68","H58"
"S69","H3"
"S69","H38"
"S69","H60"
"S70","H5"
"S71","H59"
"S72","H38"
"S72","H60"
"S73","H14"
"S73","H61"
"S74","H5"
"S74","H62"
"S75","H44"
"S75","H54"
"S76","H44"
"S76","H54"
"S77","H3"
"S78","H3"
"S79","H46"
"S79","H47"
"S80","H5"
"S80","H46"
"S80","H47"
"S81","H34"
"S81","H35"
"S82","H34"
"S82","H35"
"S83","H63"
"S84","H64"
