"symbiont","host"
"S10","H8"
"S10","H26"
"S13","H8"
"S22","H41"
"S28","H12"
"S29","H12"
"S29","H25"
"S30","H12"
"S32","H26"
"S35","H51"
"S38","H30"
"S39","H35"
"S40","H26"
"S41","H27"
"S41","H41"
"S41","H42"
"S42","H27"
"S43","H37"
"S44","H41"
"S44","H42"
"S45","H26"
"S47","H25"
"S48","H35"
"S50","H34"
"S50","H47"
"S50","H48"
"S51","H27"
"S52","H26"
"S53","H27"
"S54","H19"
"S55","H28"
"S56","H12"
"S57","H8"
"S57","H12"
"S58","H33"
"S59","H51"
"S59","H52"
"S60","H51"
"S60","H52"
"S61","H34"
"S61","H48"
"S62","H8"
"S62","H34"
"S62","H47"
"S62","H48"
"S63","H37"
"S64","H38"
"S65","H40"
"S66","H19"
"S67","H8"
"S68","H8"
"S69","H8"
"S69","H35"
"S69","H36"
"S70","H8"
"S70","H35"
"S70","H36"
"S71","H39"
"S72","H8"
"S73","H45"
"S74","H26"
"S74","H46"
"S76","H8"
"S76","H26"
"S77","H50"
"S78","H49"
"S79","H8"
"S79","H49"
