"symbiont","host"
"S17","H27"
"S18","H11"
"S20","H13"
"S22","H34"
"S22","H35"
"S23","H44"
"S27","H12"
"S27","H14"
"S27","H15"
"S27","H36"
"S30","H34"
"S30","H35"
"S31","H26"
"S32","H34"
"S32","H35"
"S35","H34"
"S35","H35"
"S37","H29"
"S37","H34"
"S38","H30"
"S38","H40"
"S38","H41"
"S38","H45"
"S39","H17"
"S40","H32"
"S41","H33"
"S45","H12"
"S45","H14"
"S45","H15"
"S45","H36"
"S46","H37"
"S47","H37"
"S48","H34"
"S48","H35"
"S48","H45"
"S49","H38"
"S50","H10"
"S50","H22"
"S51","H10"
"S51","H22"
"S52","H39"
"S53","H39"
"S54","H42"
"S55","H43"
"S56","H35"
"S56","H44"
"S57","H7"
"S57","H34"
"S57","H45"
