"symbiont","host"
"S6","H22"
"S6","H27"
"S6","H28"
"S11","H9"
"S16","H19"
"S17","H22"
"S17","H27"
"S17","H28"
"S23","H8"
"S23","H16"
"S25","H9"
"S26","H14"
"S26","H16"
"S26","H23"
"S26","H24"
"S27","H14"
"S27","H16"
"S27","H23"
"S27","H24"
"S28","H14"
"S28","H18"
"S28","H23"
"S29","H9"
"S29","H13"
"S29","H19"
"S29","H26"
"S30","H9"
"S30","H13"
"S30","H19"
"S30","H25"
"S30","H26"
"S31","H9"
"S31","H13"
"S31","H26"
"S32","H9"
"S32","H13"
"S32","H26"
"S33","H7"
"S33","H13"
"S34","H23"
"S34","H24"
"S35","H16"
"S36","H16"
"S37","H16"
"S37","H23"
"S38","H14"
"S38","H18"
"S39","H19"
"S41","H16"
"S41","H22"
"S42","H9"
"S43","H9"
"S44","H20"
"S45","H9"
"S45","H13"
"S45","H25"
"S46","H8"
"S47","H21"
"S48","H8"
"S48","H21"
"S49","H9"
"S50","H9"
"S51","H23"
"S51","H24"
"S52","H8"
"S52","H23"
"S52","H24"
