"symbiont","host"
"S1","H36"
"S15","H36"
"S15","H37"
"S21","H11"
"S28","H16"
"S29","H8"
"S30","H8"
"S33","H21"
"S33","H28"
"S33","H31"
"S33","H36"
"S33","H37"
"S34","H8"
"S35","H30"
"S36","H27"
"S36","H36"
"S36","H37"
"S39","H8"
"S40","H11"
"S42","H16"
"S42","H21"
"S42","H30"
"S42","H36"
"S42","H37"
"S46","H11"
"S47","H8"
"S47","H11"
"S48","H23"
"S50","H22"
"S51","H8"
"S52","H26"
"S52","H32"
"S52","H34"
"S54","H23"
"S55","H12"
"S56","H8"
"S57","H8"
"S59","H11"
"S60","H9"
"S61","H22"
"S62","H27"
"S63","H29"
"S63","H37"
"S64","H9"
"S66","H29"
"S67","H8"
"S69","H21"
"S69","H31"
"S70","H12"
"S71","H9"
"S71","H12"
"S72","H32"
"S73","H26"
"S73","H33"
"S74","H8"
"S74","H11"
"S75","H9"
"S76","H31"
"S77","H31"
"S78","H9"
"S79","H9"
"S80","H9"
"S81","H9"
