"symbiont","host"
"S1","H3"
"S1","H10"
"S1","H11"
"S2","H11"
"S4","H4"
"S4","H8"
"S4","H12"
"S4","H13"
"S4","H17"
"S6","H3"
"S7","H3"
"S8","H8"
"S8","H10"
"S8","H11"
"S9","H6"
"S9","H8"
"S9","H11"
"S10","H3"
"S10","H4"
"S11","H12"
"S11","H13"
"S12","H6"
"S12","H13"
"S12","H17"
"S13","H3"
"S13","H6"
"S13","H8"
"S13","H12"
"S14","H3"
"S14","H6"
"S14","H8"
"S14","H12"
"S14","H13"
"S15","H3"
"S15","H7"
"S15","H12"
"S15","H13"
"S16","H8"
"S17","H12"
"S17","H13"
"S17","H15"
"S18","H9"
"S19","H3"
"S20","H3"
"S21","H12"
"S21","H13"
"S22","H12"
"S22","H13"
"S23","H4"
"S24","H4"
