"symbiont","host"
"S10","H12"
"S10","H20"
"S10","H21"
"S14","H33"
"S16","H31"
"S18","H14"
"S18","H37"
"S19","H15"
"S20","H15"
"S20","H31"
"S21","H31"
"S22","H14"
"S22","H37"
"S25","H28"
"S26","H31"
"S27","H34"
"S27","H35"
"S28","H31"
"S29","H34"
"S29","H35"
"S30","H34"
"S31","H34"
"S31","H35"
"S33","H30"
"S34","H36"
"S35","H14"
"S35","H37"
"S36","H8"
"S37","H8"
"S38","H16"
"S39","H16"
"S40","H10"
"S40","H20"
"S40","H21"
"S41","H5"
"S41","H10"
"S41","H20"
"S41","H21"
"S42","H30"
"S43","H30"
"S44","H14"
"S44","H36"
"S45","H14"
"S45","H36"
"S46","H19"
"S47","H19"
"S48","H40"
"S49","H41"
"S50","H42"
"S51","H12"
"S51","H38"
"S51","H43"
