"symbiont","host"
"S8","H25"
"S16","H3"
"S16","H16"
"S17","H30"
"S18","H30"
"S19","H3"
"S20","H3"
"S20","H29"
"S21","H31"
"S23","H3"
"S23","H17"
"S24","H3"
"S25","H3"
"S25","H28"
"S26","H3"
"S27","H22"
"S28","H3"
"S28","H17"
"S29","H3"
"S30","H3"
"S31","H18"
"S32","H19"
"S33","H4"
"S34","H3"
"S34","H16"
"S35","H4"
"S36","H22"
"S37","H14"
"S38","H14"
"S39","H3"
"S39","H28"
"S40","H3"
"S40","H4"
"S40","H29"
"S41","H28"
"S42","H16"
"S42","H29"
"S43","H16"
"S44","H16"
"S45","H32"
"S46","H33"
"S47","H34"
"S48","H35"
"S49","H36"
"S50","H27"
"S51","H27"
"S52","H37"
"S53","H38"
