"symbiont","host"
"S4","H8"
"S4","H13"
"S4","H14"
"S4","H15"
"S5","H13"
"S5","H14"
"S5","H15"
"S6","H8"
"S6","H9"
"S6","H13"
"S6","H16"
"S6","H17"
"S11","H9"
"S11","H15"
"S11","H17"
"S11","H18"
"S12","H4"
"S12","H10"
"S14","H9"
"S14","H10"
"S15","H4"
"S15","H11"
"S15","H14"
"S15","H15"
"S15","H16"
"S16","H4"
"S16","H11"
"S16","H14"
"S16","H16"
"S18","H14"
"S18","H15"
"S19","H13"
"S20","H4"
"S20","H9"
"S20","H14"
"S20","H15"
"S20","H16"
"S20","H17"
"S20","H18"
"S20","H19"
"S21","H4"
"S21","H9"
"S21","H15"
"S21","H17"
"S21","H18"
"S21","H19"
"S22","H6"
"S23","H5"
"S24","H8"
"S24","H12"
"S25","H4"
