"symbiont","host"
"S5","H3"
"S6","H4"
"S11","H10"
"S11","H35"
"S12","H28"
"S13","H9"
"S14","H4"
"S14","H37"
"S15","H11"
"S16","H13"
"S18","H19"
"S19","H33"
"S19","H34"
"S20","H20"
"S21","H19"
"S21","H25"
"S22","H19"
"S22","H25"
"S23","H19"
"S23","H23"
"S24","H3"
"S24","H19"
"S25","H6"
"S26","H3"
"S26","H6"
"S27","H12"
"S28","H3"
"S29","H6"
"S29","H25"
"S30","H26"
"S31","H28"
"S32","H29"
"S33","H30"
"S34","H31"
"S35","H27"
"S36","H27"
"S37","H10"
"S37","H35"
"S38","H39"
"S39","H38"
"S40","H37"
"S40","H39"
