"symbiont","host"
"S16","H18"
"S18","H33"
"S19","H18"
"S24","H18"
"S24","H29"
"S28","H19"
"S28","H20"
"S29","H18"
"S30","H18"
"S31","H27"
"S31","H42"
"S35","H23"
"S36","H34"
"S38","H27"
"S38","H43"
"S38","H52"
"S39","H36"
"S41","H29"
"S42","H6"
"S43","H31"
"S44","H6"
"S45","H24"
"S46","H17"
"S46","H29"
"S46","H30"
"S46","H34"
"S47","H27"
"S47","H43"
"S48","H36"
"S49","H37"
"S49","H51"
"S49","H52"
"S50","H6"
"S51","H18"
"S52","H6"
"S54","H33"
"S55","H6"
"S56","H53"
"S56","H54"
"S57","H27"
"S57","H42"
"S58","H26"
"S58","H44"
"S59","H45"
"S60","H6"
"S61","H18"
"S62","H6"
"S62","H18"
"S63","H6"
"S63","H27"
"S63","H42"
"S64","H3"
"S66","H37"
"S66","H42"
"S67","H6"
"S68","H29"
"S68","H34"
"S69","H29"
"S69","H34"
"S71","H6"
"S72","H60"
"S73","H60"
"S74","H6"
"S74","H18"
"S76","H6"
"S76","H24"
"S77","H6"
"S77","H24"
"S78","H6"
"S79","H35"
"S79","H63"
"S79","H64"
"S80","H35"
"S80","H64"
"S81","H33"
"S83","H21"
"S83","H22"
"S84","H6"
"S85","H34"
"S86","H34"
"S87","H6"
"S88","H46"
"S88","H47"
"S89","H6"
"S89","H46"
"S89","H47"
"S90","H6"
"S90","H27"
"S90","H42"
"S91","H6"
"S91","H27"
"S91","H42"
"S92","H6"
"S92","H35"
"S92","H63"
"S92","H64"
"S93","H6"
"S94","H59"
"S95","H60"
"S96","H61"
"S97","H33"
"S97","H62"
"S98","H57"
"S98","H58"
"S99","H6"
"S100","H6"
"S101","H6"
