"symbiont","host"
"S11","H18"
"S11","H20"
"S15","H18"
"S16","H14"
"S17","H6"
"S18","H9"
"S19","H10"
"S23","H26"
"S23","H27"
"S24","H17"
"S25","H14"
"S26","H14"
"S27","H17"
"S28","H17"
"S29","H27"
"S30","H21"
"S31","H18"
"S31","H20"
"S33","H16"
"S34","H16"
"S35","H22"
"S36","H25"
"S37","H23"
"S38","H5"
"S39","H5"
"S40","H5"
"S41","H18"
"S41","H20"
"S41","H21"
"S42","H18"
"S42","H20"
"S42","H21"
"S43","H18"
"S43","H20"
"S43","H21"
"S44","H18"
"S44","H20"
"S44","H21"
"S45","H5"
"S45","H18"
"S45","H20"
"S45","H21"
"S46","H30"
"S47","H31"
