"symbiont","host"
"S17","H37"
"S20","H11"
"S22","H27"
"S22","H28"
"S25","H24"
"S25","H28"
"S29","H16"
"S31","H24"
"S31","H31"
"S31","H34"
"S33","H37"
"S34","H36"
"S34","H37"
"S35","H27"
"S36","H23"
"S37","H6"
"S37","H42"
"S38","H6"
"S39","H23"
"S40","H6"
"S41","H29"
"S43","H15"
"S43","H32"
"S44","H33"
"S45","H27"
"S45","H28"
"S46","H6"
"S46","H27"
"S46","H28"
"S47","H34"
"S48","H35"
"S49","H22"
"S49","H38"
"S50","H21"
"S51","H21"
"S52","H24"
"S53","H6"
"S53","H24"
"S54","H6"
"S54","H43"
"S55","H6"
"S55","H43"
"S56","H40"
"S57","H41"
"S58","H10"
"S58","H39"
"S59","H6"
"S60","H15"
"S60","H32"
"S60","H42"
"S61","H43"
