"symbiont","host"
"S6","H16"
"S6","H42"
"S6","H67"
"S6","H68"
"S6","H69"
"S6","H70"
"S9","H7"
"S9","H14"
"S13","H7"
"S13","H14"
"S13","H22"
"S15","H64"
"S15","H66"
"S15","H67"
"S15","H68"
"S15","H70"
"S20","H65"
"S22","H21"
"S24","H57"
"S26","H21"
"S26","H42"
"S26","H70"
"S28","H41"
"S29","H57"
"S30","H29"
"S30","H42"
"S31","H7"
"S31","H14"
"S31","H22"
"S31","H23"
"S35","H71"
"S35","H72"
"S38","H29"
"S39","H18"
"S41","H21"
"S41","H69"
"S42","H16"
"S42","H41"
"S45","H29"
"S46","H42"
"S46","H57"
"S47","H16"
"S47","H41"
"S50","H46"
"S51","H59"
"S52","H38"
"S52","H58"
"S54","H36"
"S54","H37"
"S54","H62"
"S55","H20"
"S55","H41"
"S55","H62"
"S55","H70"
"S56","H46"
"S57","H46"
"S58","H57"
"S60","H42"
"S62","H29"
"S62","H53"
"S63","H29"
"S64","H43"
"S65","H29"
"S65","H54"
"S66","H36"
"S66","H37"
"S66","H67"
"S66","H68"
"S68","H53"
"S68","H54"
"S69","H46"
"S71","H45"
"S72","H31"
"S72","H77"
"S73","H48"
"S74","H51"
"S75","H52"
"S76","H41"
"S77","H41"
"S78","H46"
"S79","H46"
"S80","H8"
"S81","H41"
"S81","H66"
"S82","H8"
"S83","H60"
"S84","H30"
"S84","H50"
"S84","H61"
"S85","H21"
"S85","H69"
"S86","H21"
"S86","H69"
"S87","H67"
"S88","H62"
"S89","H20"
"S90","H8"
"S92","H8"
"S93","H42"
"S93","H52"
"S93","H66"
"S94","H52"
"S94","H65"
"S95","H42"
"S95","H66"
"S96","H29"
"S96","H53"
"S97","H29"
"S97","H53"
"S98","H7"
"S98","H14"
"S98","H23"
"S99","H8"
"S100","H42"
"S100","H57"
"S101","H8"
"S101","H42"
"S101","H57"
"S102","H73"
"S103","H74"
"S104","H31"
"S104","H75"
"S104","H76"
"S105","H46"
"S105","H77"
"S106","H42"
"S107","H42"
"S108","H29"
"S109","H29"
