"symbiont","host"
"S4","H6"
"S4","H13"
"S6","H11"
"S6","H39"
"S8","H12"
"S10","H24"
"S12","H12"
"S12","H21"
"S12","H30"
"S14","H8"
"S15","H12"
"S15","H21"
"S16","H5"
"S16","H11"
"S17","H9"
"S17","H25"
"S18","H9"
"S18","H13"
"S19","H11"
"S19","H23"
"S19","H27"
"S19","H36"
"S21","H23"
"S21","H36"
"S23","H10"
"S24","H10"
"S26","H19"
"S28","H21"
"S29","H11"
"S29","H39"
"S30","H5"
"S30","H11"
"S30","H40"
"S32","H5"
"S33","H6"
"S33","H24"
"S34","H9"
"S35","H9"
"S36","H28"
"S37","H24"
"S37","H29"
"S37","H39"
"S38","H32"
"S39","H5"
"S39","H6"
"S39","H24"
"S40","H5"
"S40","H6"
"S40","H24"
"S41","H25"
"S41","H30"
"S42","H31"
"S43","H24"
"S43","H29"
"S45","H34"
"S46","H35"
"S47","H38"
"S48","H39"
"S48","H42"
"S49","H41"
"S50","H42"
"S51","H19"
"S52","H19"
