"symbiont","host"
"S17","H2"
"S17","H10"
"S21","H10"
"S23","H2"
"S24","H2"
"S27","H21"
"S27","H27"
"S27","H29"
"S28","H19"
"S30","H5"
"S30","H18"
"S31","H5"
"S31","H18"
"S32","H5"
"S32","H18"
"S33","H26"
"S34","H27"
"S34","H28"
"S35","H29"
"S36","H30"
"S37","H35"
"S41","H3"
"S41","H21"
"S41","H28"
"S42","H31"
"S43","H32"
"S44","H19"
"S45","H3"
"S46","H3"
"S47","H3"
"S48","H15"
"S48","H16"
"S49","H3"
"S50","H35"
"S51","H36"
"S52","H2"
"S52","H35"
"S53","H2"
"S53","H35"
"S54","H37"
"S55","H38"
"S56","H21"
"S56","H28"
"S57","H3"
