"symbiont","host"
"S33","H27"
"S33","H34"
"S33","H50"
"S34","H49"
"S34","H67"
"S34","H110"
"S40","H11"
"S43","H146"
"S46","H20"
"S46","H35"
"S46","H36"
"S46","H48"
"S46","H49"
"S49","H67"
"S49","H111"
"S51","H88"
"S55","H30"
"S55","H128"
"S55","H129"
"S57","H49"
"S57","H55"
"S57","H68"
"S60","H63"
"S60","H64"
"S61","H63"
"S61","H64"
"S62","H33"
"S64","H68"
"S64","H111"
"S67","H64"
"S74","H121"
"S74","H122"
"S75","H58"
"S76","H48"
"S76","H55"
"S81","H20"
"S81","H35"
"S81","H36"
"S82","H126"
"S83","H126"
"S84","H127"
"S85","H132"
"S86","H48"
"S86","H49"
"S86","H68"
"S86","H111"
"S86","H126"
"S87","H48"
"S87","H49"
"S87","H68"
"S87","H110"
"S87","H126"
"S88","H47"
"S92","H57"
"S93","H63"
"S93","H64"
"S94","H128"
"S95","H126"
"S96","H95"
"S98","H49"
"S98","H55"
"S99","H112"
"S101","H59"
"S102","H50"
"S103","H95"
"S104","H20"
"S104","H35"
"S104","H36"
"S105","H101"
"S107","H65"
"S108","H94"
"S108","H146"
"S110","H127"
"S111","H19"
"S112","H19"
"S113","H63"
"S113","H64"
"S114","H67"
"S114","H111"
"S116","H94"
"S117","H70"
"S120","H30"
"S120","H128"
"S120","H129"
"S121","H95"
"S122","H59"
"S124","H94"
"S126","H89"
"S128","H12"
"S128","H26"
"S128","H68"
"S129","H104"
"S129","H105"
"S130","H94"
"S130","H104"
"S131","H31"
"S133","H61"
"S134","H61"
"S135","H59"
"S136","H59"
"S137","H59"
"S138","H17"
"S139","H88"
"S140","H89"
"S141","H90"
"S142","H91"
"S143","H61"
"S144","H95"
"S145","H74"
"S145","H87"
"S145","H137"
"S146","H74"
"S146","H87"
"S146","H94"
"S146","H137"
"S146","H138"
"S148","H95"
"S149","H151"
"S149","H152"
"S150","H94"
"S151","H95"
"S153","H73"
"S153","H99"
"S156","H63"
"S156","H64"
"S156","H94"
"S157","H63"
"S157","H64"
"S157","H94"
"S158","H147"
"S159","H147"
"S159","H148"
"S160","H59"
"S160","H94"
"S161","H59"
"S161","H94"
"S162","H94"
"S162","H101"
"S163","H11"
"S164","H55"
"S164","H67"
"S165","H55"
"S165","H67"
"S167","H62"
"S167","H82"
"S168","H100"
"S169","H11"
"S171","H110"
"S172","H120"
"S173","H31"
"S174","H11"
"S175","H127"
"S176","H11"
"S177","H62"
"S178","H11"
"S178","H62"
"S179","H120"
"S180","H30"
"S180","H86"
"S181","H11"
"S181","H30"
"S181","H86"
"S182","H123"
"S183","H116"
"S184","H117"
"S185","H118"
"S187","H149"
"S187","H150"
"S188","H59"
"S188","H95"
"S189","H59"
"S189","H95"
"S190","H77"
"S190","H124"
"S191","H53"
"S191","H125"
"S192","H50"
"S193","H11"
"S194","H126"
"S195","H127"
"S196","H112"
"S196","H113"
"S197","H112"
"S197","H113"
"S198","H92"
"S199","H57"
"S200","H12"
"S200","H57"
"S201","H17"
"S201","H95"
"S202","H12"
"S204","H68"
"S204","H111"
"S205","H134"
"S206","H141"
"S207","H119"
"S207","H120"
"S208","H12"
"S210","H12"
"S210","H48"
"S210","H68"
"S210","H111"
"S211","H92"
"S212","H92"
"S213","H68"
"S213","H111"
"S214","H12"
"S214","H68"
"S214","H111"
"S215","H129"
"S216","H12"
"S217","H30"
"S218","H30"
"S219","H141"
"S220","H43"
"S220","H51"
"S220","H62"
"S220","H69"
"S220","H82"
"S220","H102"
"S220","H103"
"S221","H43"
"S221","H51"
"S221","H62"
"S221","H69"
"S221","H82"
"S221","H102"
"S221","H103"
"S222","H12"
"S222","H142"
"S223","H143"
"S223","H144"
"S224","H12"
"S224","H26"
"S224","H94"
"S225","H12"
"S225","H26"
"S225","H94"
"S226","H145"
"S227","H146"
"S228","H20"
"S228","H35"
"S228","H36"
"S229","H12"
"S230","H61"
"S230","H104"
"S230","H105"
"S231","H12"
"S232","H43"
"S232","H51"
"S232","H69"
"S232","H126"
"S233","H11"
"S234","H20"
"S234","H35"
"S234","H36"
"S235","H20"
"S235","H35"
"S235","H36"
"S236","H122"
"S236","H153"
"S237","H121"
"S237","H154"
