"symbiont","host"
"S4","H14"
"S4","H15"
"S6","H8"
"S9","H20"
"S10","H18"
"S10","H19"
"S11","H14"
"S12","H17"
"S14","H3"
"S14","H14"
"S15","H8"
"S16","H14"
"S16","H15"
"S17","H17"
"S19","H8"
"S19","H17"
"S22","H8"
"S22","H17"
"S23","H17"
"S25","H16"
"S26","H17"
"S27","H12"
"S27","H18"
"S27","H20"
"S27","H21"
"S28","H9"
"S28","H12"
"S30","H8"
"S30","H16"
"S31","H8"
"S31","H16"
"S32","H3"
"S32","H12"
"S32","H18"
"S32","H21"
"S32","H22"
"S33","H3"
"S33","H12"
"S33","H18"
"S33","H21"
"S34","H3"
"S34","H8"
"S34","H12"
"S34","H18"
"S34","H21"
"S34","H22"
"S35","H14"
"S35","H15"
"S35","H17"
"S36","H8"
