71	72
71	73
72	74
72	75
73	76
73	77
76	78
76	79
75	80
75	81
78	82
78	1
79	83
79	2
81	84
81	85
82	86
82	87
80	88
80	89
83	90
83	91
74	92
74	93
86	94
86	95
88	96
88	97
77	98
77	99
90	100
90	101
94	102
94	103
96	104
96	105
98	106
98	107
100	108
100	109
84	3
84	110
89	4
89	5
91	6
91	111
92	7
92	112
102	113
102	8
104	114
104	115
108	9
108	116
85	117
85	118
113	119
113	10
114	120
114	11
106	121
106	12
117	122
117	13
87	123
87	14
107	15
107	16
119	124
119	17
121	125
121	18
112	19
112	20
115	21
115	22
116	23
116	24
118	25
118	26
124	126
124	127
125	128
125	129
122	27
122	130
103	28
103	131
105	29
105	132
110	30
110	133
111	31
111	32
126	134
126	33
120	34
120	35
128	135
128	36
93	136
93	37
95	137
95	38
97	138
97	39
99	139
99	40
101	41
101	42
127	43
127	44
129	45
129	46
130	47
130	48
131	49
131	50
132	51
132	52
133	53
133	54
134	55
134	56
135	57
135	58
123	59
123	60
136	61
136	62
137	63
137	64
138	65
138	66
139	67
139	68
109	69
109	70
