"symbiont","host"
"S5","H9"
"S5","H11"
"S5","H33"
"S9","H1"
"S10","H27"
"S10","H46"
"S13","H14"
"S15","H27"
"S15","H76"
"S19","H41"
"S20","H1"
"S21","H9"
"S24","H15"
"S24","H27"
"S24","H76"
"S25","H14"
"S26","H1"
"S26","H43"
"S27","H29"
"S27","H30"
"S27","H50"
"S28","H17"
"S32","H27"
"S32","H45"
"S33","H27"
"S33","H45"
"S35","H44"
"S36","H29"
"S36","H30"
"S36","H70"
"S41","H11"
"S41","H33"
"S43","H40"
"S43","H41"
"S45","H6"
"S46","H1"
"S47","H1"
"S48","H15"
"S49","H15"
"S50","H36"
"S50","H37"
"S51","H36"
"S51","H37"
"S56","H1"
"S57","H1"
"S59","H1"
"S60","H1"
"S61","H1"
"S62","H1"
"S62","H65"
"S62","H66"
"S63","H35"
"S63","H76"
"S64","H35"
"S64","H76"
"S65","H30"
"S65","H70"
"S65","H79"
"S65","H80"
"S66","H30"
"S66","H66"
"S66","H70"
"S68","H75"
"S69","H16"
"S69","H48"
"S69","H49"
"S70","H16"
"S70","H48"
"S70","H49"
"S71","H6"
"S72","H6"
"S73","H38"
"S74","H38"
"S75","H45"
"S76","H65"
"S76","H66"
"S77","H50"
"S78","H25"
"S78","H61"
"S78","H62"
"S79","H25"
"S79","H61"
"S80","H43"
"S81","H19"
"S82","H1"
"S83","H1"
"S84","H58"
"S85","H2"
"S86","H30"
"S86","H47"
"S86","H54"
"S87","H30"
"S87","H47"
"S87","H54"
"S88","H13"
"S89","H13"
"S91","H43"
"S92","H43"
"S93","H71"
"S95","H8"
"S95","H39"
"S96","H2"
"S96","H8"
"S96","H39"
"S97","H68"
"S97","H75"
"S98","H27"
"S98","H76"
"S99","H8"
"S99","H39"
"S100","H8"
"S100","H39"
"S101","H13"
"S102","H13"
"S103","H44"
"S104","H2"
"S104","H44"
"S105","H57"
"S105","H67"
"S105","H77"
"S106","H56"
"S106","H78"
"S107","H19"
"S107","H65"
"S107","H66"
"S108","H2"
