"symbiont","host"
"S3","H4"
"S3","H6"
"S3","H9"
"S9","H26"
"S9","H27"
"S12","H19"
"S13","H20"
"S13","H21"
"S13","H22"
"S16","H9"
"S16","H13"
"S16","H21"
"S17","H26"
"S17","H27"
"S17","H28"
"S18","H21"
"S20","H14"
"S20","H25"
"S24","H17"
"S24","H20"
"S25","H27"
"S27","H15"
"S27","H18"
"S28","H22"
"S29","H32"
"S30","H29"
"S31","H6"
"S31","H29"
"S31","H30"
"S32","H14"
"S33","H6"
"S34","H24"
"S35","H25"
"S36","H14"
"S36","H31"
"S38","H19"
"S39","H31"
"S40","H6"
"S41","H19"
"S42","H19"
"S43","H21"
"S43","H31"
"S44","H32"
