"symbiont","host"
"S11","H2"
"S12","H16"
"S13","H2"
"S16","H24"
"S17","H2"
"S17","H11"
"S18","H15"
"S19","H7"
"S20","H2"
"S20","H14"
"S21","H2"
"S22","H9"
"S23","H2"
"S23","H17"
"S23","H23"
"S23","H26"
"S23","H27"
"S24","H11"
"S26","H2"
"S28","H15"
"S30","H16"
"S30","H22"
"S30","H23"
"S31","H11"
"S32","H11"
"S33","H14"
"S34","H14"
"S36","H2"
"S38","H16"
"S38","H23"
"S39","H16"
"S39","H23"
"S40","H22"
"S41","H24"
"S42","H25"
"S43","H22"
"S44","H2"
"S44","H22"
"S45","H21"
"S46","H7"
"S47","H11"
"S48","H11"
