"symbiont","host"
"S8","H11"
"S8","H17"
"S8","H21"
"S8","H25"
"S10","H10"
"S10","H19"
"S10","H21"
"S10","H26"
"S11","H11"
"S11","H17"
"S11","H18"
"S12","H15"
"S12","H25"
"S12","H26"
"S13","H24"
"S14","H8"
"S14","H9"
"S14","H24"
"S15","H14"
"S15","H25"
"S16","H3"
"S16","H14"
"S16","H25"
"S16","H26"
"S17","H14"
"S18","H14"
"S21","H23"
"S22","H8"
"S22","H24"
"S23","H11"
"S23","H17"
"S23","H18"
"S24","H6"
"S25","H25"
"S26","H25"
"S26","H26"
"S27","H29"
"S28","H9"
"S28","H30"
"S29","H12"
"S29","H20"
"S29","H22"
"S29","H24"
"S29","H27"
"S29","H28"
"S30","H12"
"S30","H20"
"S30","H22"
"S30","H24"
"S30","H27"
"S30","H28"
