"symbiont","host"
"S5","H10"
"S12","H17"
"S12","H21"
"S12","H24"
"S13","H7"
"S13","H17"
"S13","H24"
"S15","H17"
"S15","H24"
"S18","H14"
"S18","H18"
"S19","H7"
"S19","H17"
"S19","H24"
"S20","H17"
"S21","H7"
"S22","H7"
"S22","H21"
"S22","H23"
"S23","H7"
"S23","H21"
"S24","H17"
"S24","H21"
"S24","H24"
"S25","H17"
"S25","H23"
"S26","H24"
"S27","H24"
"S27","H26"
"S28","H27"
"S30","H14"
"S30","H17"
"S30","H21"
"S30","H25"
"S31","H7"
"S31","H14"
"S31","H17"
"S31","H21"
"S31","H25"
"S32","H21"
"S33","H21"
"S34","H7"
"S34","H17"
"S34","H19"
"S35","H7"
"S35","H17"
"S35","H19"
"S36","H24"
"S37","H24"
"S38","H14"
"S38","H28"
"S39","H29"
"S40","H7"
"S40","H17"
"S40","H21"
"S40","H23"
"S41","H7"
"S41","H17"
"S41","H21"
"S41","H23"
