"symbiont","host"
"S9","H3"
"S9","H17"
"S11","H3"
"S11","H5"
"S11","H15"
"S11","H17"
"S12","H6"
"S12","H20"
"S12","H21"
"S15","H8"
"S15","H10"
"S15","H11"
"S15","H20"
"S15","H21"
"S16","H10"
"S16","H11"
"S16","H12"
"S16","H13"
"S17","H9"
"S17","H19"
"S19","H6"
"S19","H8"
"S19","H10"
"S19","H11"
"S19","H20"
"S19","H21"
"S20","H15"
"S21","H6"
"S21","H16"
"S22","H17"
"S22","H18"
"S23","H9"
"S23","H13"
"S23","H16"
"S24","H9"
"S24","H13"
"S24","H16"
"S25","H3"
"S25","H5"
"S25","H16"
"S26","H3"
"S26","H5"
"S26","H16"
"S27","H2"
"S27","H3"
"S27","H22"
"S28","H2"
"S28","H5"
"S28","H22"
"S29","H3"
"S30","H17"
"S30","H23"
"S31","H22"
"S32","H16"
"S33","H16"
"S34","H2"
"S34","H23"
"S35","H2"
"S35","H24"
"S36","H17"
"S36","H23"
"S37","H24"
