"symbiont","host"
"S9","H36"
"S9","H42"
"S9","H82"
"S17","H70"
"S20","H14"
"S21","H25"
"S23","H89"
"S23","H93"
"S23","H94"
"S23","H99"
"S25","H23"
"S26","H31"
"S26","H44"
"S26","H52"
"S26","H53"
"S27","H5"
"S28","H67"
"S30","H39"
"S31","H69"
"S32","H15"
"S32","H17"
"S32","H18"
"S33","H5"
"S33","H83"
"S34","H68"
"S35","H43"
"S38","H39"
"S39","H96"
"S41","H72"
"S45","H43"
"S46","H43"
"S47","H46"
"S48","H21"
"S49","H70"
"S49","H71"
"S51","H6"
"S52","H44"
"S53","H44"
"S54","H36"
"S54","H47"
"S54","H55"
"S55","H48"
"S57","H6"
"S57","H72"
"S58","H5"
"S58","H86"
"S60","H18"
"S61","H75"
"S62","H51"
"S64","H5"
"S65","H36"
"S65","H47"
"S65","H55"
"S66","H42"
"S67","H42"
"S68","H50"
"S69","H6"
"S72","H81"
"S73","H6"
"S76","H6"
"S76","H36"
"S76","H47"
"S77","H6"
"S77","H55"
"S78","H36"
"S78","H47"
"S79","H57"
"S80","H58"
"S81","H61"
"S82","H6"
"S83","H6"
"S84","H22"
"S85","H22"
"S86","H15"
"S86","H17"
"S86","H18"
"S87","H6"
"S88","H48"
"S88","H64"
"S89","H65"
"S91","H6"
"S92","H68"
"S93","H69"
"S94","H9"
"S95","H6"
"S95","H9"
"S96","H24"
"S97","H24"
"S98","H6"
"S98","H36"
"S98","H47"
"S99","H71"
"S100","H6"
"S100","H72"
"S101","H68"
"S102","H68"
"S103","H6"
"S104","H6"
"S105","H9"
"S106","H6"
"S108","H61"
"S109","H79"
"S111","H42"
"S112","H5"
"S112","H82"
"S113","H75"
"S113","H76"
"S114","H75"
"S114","H76"
"S115","H9"
"S116","H9"
"S117","H7"
"S118","H6"
"S118","H80"
"S119","H6"
"S119","H80"
"S120","H6"
"S121","H6"
"S122","H85"
"S124","H88"
"S125","H5"
"S125","H86"
"S126","H5"
"S126","H86"
"S127","H7"
"S128","H6"
"S129","H45"
"S130","H45"
"S131","H32"
"S132","H6"
"S132","H32"
"S133","H6"
"S133","H80"
"S134","H6"
"S135","H83"
"S136","H83"
"S137","H36"
"S137","H55"
"S137","H91"
"S138","H47"
"S138","H92"
"S139","H6"
"S139","H36"
"S139","H47"
"S140","H6"
"S140","H36"
"S140","H47"
"S141","H97"
"S142","H98"
"S143","H61"
"S144","H6"
"S144","H61"
