"symbiont","host"
"S13","H11"
"S19","H7"
"S19","H14"
"S19","H15"
"S22","H11"
"S24","H14"
"S24","H15"
"S25","H9"
"S28","H9"
"S29","H17"
"S30","H20"
"S32","H10"
"S32","H21"
"S34","H17"
"S35","H20"
"S36","H14"
"S38","H2"
"S38","H21"
"S39","H17"
"S39","H24"
"S40","H2"
"S40","H17"
"S40","H24"
"S41","H18"
"S41","H23"
"S41","H30"
"S42","H17"
"S43","H7"
"S43","H12"
"S43","H39"
"S44","H21"
"S44","H29"
"S44","H34"
"S45","H38"
"S45","H39"
"S46","H17"
"S46","H18"
"S47","H2"
"S47","H17"
"S47","H18"
"S48","H24"
"S49","H24"
"S51","H2"
"S52","H29"
"S53","H2"
"S53","H20"
"S55","H30"
"S56","H27"
"S56","H31"
"S57","H2"
"S57","H7"
"S57","H12"
"S57","H38"
"S57","H39"
"S58","H2"
"S58","H7"
"S58","H12"
"S58","H38"
"S58","H39"
"S59","H34"
"S60","H35"
"S61","H2"
"S61","H20"
"S62","H2"
"S62","H20"
"S63","H40"
"S64","H41"
"S65","H9"
"S66","H9"
"S67","H14"
"S68","H14"
