"symbiont","host"
"S10","H9"
"S10","H22"
"S10","H59"
"S10","H60"
"S13","H11"
"S13","H28"
"S13","H32"
"S16","H9"
"S20","H31"
"S21","H4"
"S21","H12"
"S21","H19"
"S21","H29"
"S21","H32"
"S21","H35"
"S21","H37"
"S21","H38"
"S21","H49"
"S22","H1"
"S26","H1"
"S26","H9"
"S27","H12"
"S27","H29"
"S28","H30"
"S28","H42"
"S28","H54"
"S29","H31"
"S33","H29"
"S33","H36"
"S34","H15"
"S35","H15"
"S35","H56"
"S36","H1"
"S36","H12"
"S36","H27"
"S36","H29"
"S36","H37"
"S36","H38"
"S39","H1"
"S40","H56"
"S41","H12"
"S41","H14"
"S42","H12"
"S42","H14"
"S42","H45"
"S44","H1"
"S44","H12"
"S44","H27"
"S44","H29"
"S44","H37"
"S45","H1"
"S45","H12"
"S45","H27"
"S45","H29"
"S45","H37"
"S46","H14"
"S46","H30"
"S46","H51"
"S48","H36"
"S48","H45"
"S49","H29"
"S49","H56"
"S50","H1"
"S51","H4"
"S52","H11"
"S52","H17"
"S52","H30"
"S52","H37"
"S52","H38"
"S52","H39"
"S52","H45"
"S53","H1"
"S53","H28"
"S53","H32"
"S53","H39"
"S53","H49"
"S54","H50"
"S54","H52"
"S55","H30"
"S55","H39"
"S55","H51"
"S56","H12"
"S56","H42"
"S56","H52"
"S56","H53"
"S57","H4"
"S57","H23"
"S57","H34"
"S58","H23"
"S58","H34"
"S59","H4"
"S59","H23"
"S59","H34"
"S61","H4"
"S62","H12"
"S62","H53"
"S62","H54"
"S63","H45"
"S64","H30"
"S64","H52"
"S64","H56"
"S65","H30"
"S65","H52"
"S65","H56"
"S66","H4"
"S67","H1"
"S68","H1"
"S68","H4"
"S70","H4"
"S71","H12"
"S71","H30"
"S71","H39"
"S71","H42"
"S71","H52"
"S71","H53"
"S71","H54"
"S72","H4"
"S73","H26"
"S74","H26"
"S75","H47"
"S76","H47"
