"symbiont","host"
"S7","H22"
"S16","H3"
"S20","H13"
"S23","H32"
"S27","H26"
"S29","H15"
"S29","H29"
"S29","H30"
"S31","H18"
"S31","H20"
"S32","H21"
"S34","H26"
"S35","H3"
"S35","H26"
"S35","H33"
"S35","H36"
"S36","H4"
"S37","H3"
"S37","H4"
"S38","H20"
"S39","H20"
"S40","H3"
"S41","H21"
"S42","H21"
"S43","H18"
"S43","H23"
"S44","H3"
"S44","H18"
"S44","H23"
"S46","H32"
"S47","H13"
"S47","H18"
"S47","H19"
"S48","H4"
"S49","H4"
"S50","H18"
"S50","H19"
"S51","H18"
"S51","H19"
"S52","H32"
"S53","H4"
"S53","H32"
"S55","H4"
"S56","H16"
"S56","H33"
"S56","H36"
"S57","H26"
"S57","H37"
"S58","H16"
"S58","H33"
"S58","H36"
"S59","H4"
