"symbiont","host"
"S3","H5"
"S3","H20"
"S4","H3"
"S5","H15"
"S7","H11"
"S7","H12"
"S7","H20"
"S7","H23"
"S9","H12"
"S11","H18"
"S12","H15"
"S12","H16"
"S13","H15"
"S13","H20"
"S14","H3"
"S14","H11"
"S14","H12"
"S15","H3"
"S16","H4"
"S17","H10"
"S17","H13"
"S17","H17"
"S17","H25"
"S18","H9"
"S19","H9"
"S20","H3"
"S21","H3"
"S22","H3"
"S22","H16"
"S23","H6"
"S24","H6"
"S25","H14"
"S26","H17"
"S27","H3"
"S27","H16"
"S28","H3"
"S28","H16"
"S29","H15"
"S30","H4"
"S31","H15"
"S31","H16"
"S32","H4"
"S33","H4"
"S35","H5"
"S35","H23"
"S36","H15"
"S36","H16"
"S36","H20"
"S36","H24"
"S37","H25"
"S38","H22"
"S38","H26"
