"symbiont","host"
"S5","H12"
"S5","H16"
"S7","H47"
"S10","H25"
"S11","H25"
"S12","H33"
"S20","H16"
"S20","H19"
"S22","H32"
"S22","H33"
"S25","H32"
"S25","H33"
"S26","H12"
"S26","H16"
"S27","H32"
"S28","H19"
"S28","H32"
"S28","H33"
"S29","H3"
"S29","H36"
"S29","H37"
"S30","H20"
"S31","H23"
"S31","H45"
"S31","H46"
"S32","H26"
"S33","H15"
"S34","H3"
"S36","H32"
"S36","H33"
"S37","H21"
"S37","H22"
"S38","H29"
"S39","H36"
"S40","H14"
"S40","H30"
"S40","H39"
"S41","H28"
"S41","H31"
"S42","H34"
"S42","H35"
"S43","H32"
"S43","H33"
"S44","H32"
"S44","H33"
"S45","H14"
"S45","H38"
"S46","H30"
"S46","H39"
"S47","H15"
"S47","H47"
"S49","H9"
"S50","H41"
"S51","H42"
"S52","H3"
"S53","H3"
"S54","H3"
"S54","H37"
"S55","H50"
"S56","H49"
"S57","H9"
"S57","H49"
"S58","H3"
"S59","H3"
"S60","H21"
"S60","H22"
"S61","H21"
"S61","H22"
"S62","H21"
"S62","H22"
"S63","H12"
"S64","H12"
"S65","H3"
"S65","H37"
"S66","H3"
"S66","H37"
