"symbiont","host"
"S7","H40"
"S11","H23"
"S11","H40"
"S13","H23"
"S13","H29"
"S13","H32"
"S15","H32"
"S15","H40"
"S15","H41"
"S16","H21"
"S16","H26"
"S16","H27"
"S16","H33"
"S17","H21"
"S17","H23"
"S17","H40"
"S17","H41"
"S18","H27"
"S20","H11"
"S20","H36"
"S20","H37"
"S21","H30"
"S21","H31"
"S22","H23"
"S25","H3"
"S25","H5"
"S25","H36"
"S25","H37"
"S26","H14"
"S27","H3"
"S30","H18"
"S30","H25"
"S32","H1"
"S33","H1"
"S34","H32"
"S34","H41"
"S35","H1"
"S35","H3"
"S36","H23"
"S37","H23"
"S38","H1"
"S39","H1"
"S39","H25"
"S40","H1"
"S40","H25"
"S41","H1"
"S42","H1"
"S43","H7"
"S44","H3"
"S45","H1"
"S45","H18"
"S45","H25"
"S46","H1"
"S46","H18"
"S46","H25"
"S47","H26"
"S48","H26"
"S48","H27"
"S49","H1"
"S49","H23"
"S49","H29"
"S49","H32"
"S49","H34"
"S50","H1"
"S50","H23"
"S50","H29"
"S50","H32"
"S50","H34"
"S50","H35"
"S51","H40"
"S52","H40"
"S52","H41"
"S53","H20"
"S53","H21"
"S53","H32"
"S54","H33"
"S54","H34"
"S54","H35"
"S55","H39"
"S56","H19"
"S56","H38"
"S57","H19"
"S57","H38"
