"symbiont","host"
"S2","H10"
"S7","H5"
"S7","H6"
"S7","H7"
"S8","H5"
"S9","H5"
"S9","H12"
"S9","H21"
"S9","H22"
"S11","H12"
"S11","H14"
"S12","H5"
"S12","H10"
"S15","H18"
"S16","H6"
"S18","H6"
"S19","H5"
"S19","H6"
"S20","H5"
"S20","H12"
"S20","H21"
"S21","H14"
"S22","H6"
"S23","H5"
"S23","H18"
"S24","H6"
"S26","H5"
"S27","H5"
"S28","H5"
"S28","H22"
"S29","H5"
"S29","H21"
"S29","H22"
"S30","H17"
"S30","H23"
"S30","H24"
"S31","H15"
"S31","H20"
"S32","H6"
"S33","H6"
"S34","H6"
"S35","H5"
"S35","H18"
"S36","H5"
"S36","H12"
"S36","H21"
"S36","H22"
"S37","H5"
"S37","H12"
"S37","H21"
"S37","H22"
"S38","H25"
"S39","H26"
"S40","H5"
"S40","H18"
"S41","H5"
"S41","H18"
