"symbiont","host"
"S6","H12"
"S6","H14"
"S9","H10"
"S10","H2"
"S11","H2"
"S12","H2"
"S12","H18"
"S12","H20"
"S15","H21"
"S17","H2"
"S17","H14"
"S17","H17"
"S18","H12"
"S18","H14"
"S20","H10"
"S20","H11"
"S21","H1"
"S22","H19"
"S23","H21"
"S24","H22"
"S26","H2"
"S27","H12"
"S27","H14"
"S27","H17"
"S28","H12"
"S28","H14"
"S28","H16"
"S29","H12"
"S29","H14"
"S29","H16"
"S30","H9"
"S31","H9"
"S33","H2"
"S33","H12"
"S33","H14"
"S33","H17"
"S34","H2"
"S34","H15"
"S34","H20"
"S35","H2"
"S35","H15"
"S35","H20"
"S36","H2"
"S36","H12"
"S36","H14"
"S36","H17"
"S37","H2"
"S37","H12"
"S37","H14"
"S37","H17"
