"symbiont","host"
"S9","H2"
"S10","H2"
"S11","H2"
"S11","H16"
"S12","H6"
"S13","H7"
"S15","H2"
"S16","H2"
"S17","H6"
"S19","H10"
"S20","H8"
"S22","H2"
"S22","H15"
"S22","H16"
"S23","H2"
"S24","H2"
"S25","H10"
"S25","H15"
"S25","H16"
"S26","H2"
"S26","H11"
"S27","H2"
"S27","H12"
"S28","H2"
"S30","H2"
"S30","H6"
"S31","H2"
"S31","H12"
"S32","H2"
"S32","H3"
"S32","H12"
"S33","H2"
"S34","H2"
"S35","H3"
"S36","H2"
"S36","H6"
"S37","H2"
"S37","H6"
"S38","H3"
"S39","H2"
"S39","H10"
"S39","H15"
"S40","H2"
"S40","H10"
"S40","H15"
"S41","H17"
"S42","H18"
"S43","H7"
"S44","H3"
"S44","H7"
