"symbiont","host"
"S4","H1"
"S4","H14"
"S5","H20"
"S5","H21"
"S6","H6"
"S6","H7"
"S6","H9"
"S6","H15"
"S7","H8"
"S7","H20"
"S7","H21"
"S7","H28"
"S7","H29"
"S8","H7"
"S8","H8"
"S8","H14"
"S8","H15"
"S8","H20"
"S8","H21"
"S9","H6"
"S9","H9"
"S9","H14"
"S9","H20"
"S9","H21"
"S11","H17"
"S11","H18"
"S11","H22"
"S12","H30"
"S13","H4"
"S14","H6"
"S14","H7"
"S15","H8"
"S15","H28"
"S15","H29"
"S16","H9"
"S17","H14"
"S17","H17"
"S17","H18"
"S17","H23"
"S17","H24"
"S17","H25"
"S18","H9"
"S19","H9"
"S20","H9"
"S22","H11"
"S22","H14"
"S22","H24"
"S22","H25"
"S23","H10"
"S23","H12"
"S24","H26"
"S24","H27"
"S25","H14"
"S25","H18"
"S26","H15"
"S27","H10"
"S27","H22"
"S27","H24"
"S28","H30"
"S29","H20"
"S29","H21"
"S29","H28"
"S29","H30"
"S30","H28"
"S30","H30"
"S31","H14"
"S31","H22"
"S33","H15"
"S34","H15"
"S35","H28"
"S36","H1"
"S37","H1"
"S37","H28"
"S37","H30"
"S38","H30"
"S39","H29"
"S40","H3"
"S41","H31"
"S42","H32"
