"symbiont","host"
"S11","H8"
"S13","H32"
"S15","H2"
"S17","H52"
"S20","H36"
"S21","H2"
"S22","H2"
"S24","H28"
"S24","H34"
"S24","H56"
"S26","H60"
"S27","H35"
"S30","H37"
"S34","H29"
"S34","H30"
"S35","H2"
"S36","H40"
"S38","H2"
"S38","H17"
"S39","H42"
"S39","H50"
"S39","H57"
"S40","H42"
"S42","H2"
"S43","H59"
"S44","H29"
"S44","H30"
"S47","H42"
"S49","H2"
"S49","H22"
"S50","H22"
"S51","H2"
"S51","H22"
"S52","H2"
"S53","H16"
"S54","H2"
"S54","H24"
"S55","H16"
"S56","H16"
"S57","H46"
"S59","H2"
"S60","H2"
"S61","H2"
"S62","H2"
"S62","H17"
"S63","H2"
"S63","H17"
"S64","H53"
"S65","H54"
"S66","H17"
"S67","H7"
"S67","H17"
"S68","H28"
"S68","H56"
"S69","H7"
"S69","H28"
"S69","H56"
"S70","H24"
"S71","H24"
"S72","H59"
"S73","H60"
