"symbiont","host"
"S8","H4"
"S13","H50"
"S16","H4"
"S16","H44"
"S17","H15"
"S18","H10"
"S22","H15"
"S22","H44"
"S26","H38"
"S26","H39"
"S29","H15"
"S33","H44"
"S34","H25"
"S35","H26"
"S36","H29"
"S36","H45"
"S36","H46"
"S37","H17"
"S37","H30"
"S39","H26"
"S41","H19"
"S41","H35"
"S42","H27"
"S43","H29"
"S43","H46"
"S44","H40"
"S45","H34"
"S46","H34"
"S48","H42"
"S49","H37"
"S49","H56"
"S51","H51"
"S52","H33"
"S52","H34"
"S53","H33"
"S53","H34"
"S54","H31"
"S55","H4"
"S56","H49"
"S57","H50"
"S58","H51"
"S59","H52"
"S60","H53"
"S62","H14"
"S63","H14"
"S64","H5"
"S66","H4"
"S66","H37"
"S66","H56"
"S67","H26"
"S68","H5"
"S68","H26"
"S69","H5"
"S69","H26"
"S70","H5"
"S71","H5"
"S72","H57"
"S73","H58"
