"symbiont","host"
"S4","H23"
"S4","H59"
"S4","H60"
"S12","H50"
"S16","H34"
"S18","H15"
"S20","H23"
"S21","H23"
"S21","H32"
"S21","H59"
"S23","H16"
"S24","H16"
"S25","H31"
"S25","H40"
"S26","H23"
"S30","H7"
"S30","H11"
"S30","H18"
"S31","H28"
"S32","H17"
"S32","H43"
"S34","H23"
"S34","H59"
"S35","H29"
"S39","H7"
"S41","H23"
"S41","H32"
"S42","H7"
"S43","H7"
"S43","H14"
"S44","H25"
"S44","H39"
"S45","H7"
"S45","H11"
"S45","H18"
"S46","H7"
"S46","H11"
"S46","H18"
"S48","H37"
"S51","H55"
"S52","H28"
"S52","H40"
"S53","H30"
"S53","H41"
"S54","H17"
"S55","H42"
"S56","H43"
"S56","H44"
"S57","H30"
"S57","H41"
"S58","H7"
"S61","H48"
"S62","H62"
"S63","H35"
"S64","H35"
"S65","H57"
"S67","H50"
"S68","H25"
"S68","H39"
"S68","H42"
"S69","H42"
"S70","H42"
"S71","H7"
"S71","H17"
"S72","H7"
"S72","H17"
"S75","H53"
"S76","H54"
"S77","H14"
"S79","H55"
"S80","H56"
"S81","H7"
"S81","H17"
"S82","H7"
"S82","H17"
"S83","H25"
"S83","H39"
"S83","H42"
"S85","H46"
"S86","H46"
"S87","H61"
"S88","H62"
