"symbiont","host"
"S6","H13"
"S7","H10"
"S7","H36"
"S9","H2"
"S11","H2"
"S13","H16"
"S14","H15"
"S15","H15"
"S16","H9"
"S19","H9"
"S21","H15"
"S24","H32"
"S28","H7"
"S28","H37"
"S29","H2"
"S30","H2"
"S31","H32"
"S32","H32"
"S33","H17"
"S33","H30"
"S34","H32"
"S35","H32"
"S36","H30"
"S37","H17"
"S37","H31"
"S38","H2"
"S39","H2"
"S40","H17"
"S40","H31"
"S41","H17"
"S41","H31"
"S42","H32"
"S43","H2"
"S43","H33"
"S44","H10"
"S45","H10"
"S46","H37"
"S47","H19"
"S48","H32"
"S49","H40"
"S50","H32"
"S50","H41"
"S51","H17"
"S51","H31"
"S52","H5"
"S52","H17"
"S52","H31"
"S53","H7"
"S53","H36"
"S54","H7"
"S54","H36"
"S55","H19"
"S56","H19"
