parasite_leaf:,host_leaf
P5,H1
P5,H2
P31,H14
P31,H19
P86,H44
P87,H45
P65,H36
P88,H44
P89,H45
P98,H44
P99,H44
P91,H45
P67,H36
P74,H40
P75,H41
P76,H40
P77,H41
P48,H25
P49,H25
P44,H12
P44,H24
P58,H32
P59,H33
P51,H26
P43,H22
P9,H3
P9,H5
P94,H46
P95,H47
P96,H46
P97,H47
P92,H46
P93,H47
P84,H44
P85,H45
P63,H36
P72,H40
P73,H41
P47,H12
P47,H25
P46,H24
P17,H4
P17,H9
P11,H5
P68,H38
P69,H39
P70,H38
P71,H39
P29,H17
P56,H30
P57,H31
P60,H34
P61,H35
P82,H42
P83,H43
P13,H7
