parasite_leaf:,host_leaf
P36,H22
P37,H23
P9,H8
P66,H36
P67,H37
P68,H36
P69,H37
P45,H25
P88,H50
P89,H51
P100,H56
P101,H57
P57,H31
P53,H26
P86,H48
P87,H49
P81,H44
P75,H40
P55,H29
P98,H33
P99,H33
P58,H32
P102,H33
P103,H33
P60,H32
P30,H18
P30,H20
P46,H17
P46,H24
P47,H25
P40,H21
P25,H19
P76,H42
P77,H43
P63,H34
P42,H21
P43,H21
P94,H54
P95,H55
P83,H46
P104,H58
P105,H59
P91,H52
P27,H19
P39,H18
P39,H21
P38,H21
P96,H54
P97,H55
P85,H46
P106,H58
P107,H59
P93,H52
P29,H19
P79,H35
P79,H43
P78,H42
P65,H34
