parasite_leaf:,host_leaf
P114,H61
P115,H61
P99,H61
P80,H60
P130,H86
P131,H87
P148,H87
P149,H87
P132,H86
P129,H50
P129,H87
P128,H86
P94,H68
P95,H69
P40,H28
P41,H28
P42,H32
P43,H33
P50,H20
P50,H37
P51,H37
P82,H62
P83,H63
P67,H48
P64,H46
P65,H47
P49,H38
P96,H70
P97,H71
P122,H18
P123,H18
P112,H78
P113,H79
P29,H24
P34,H9
P34,H12
P120,H12
P120,H80
P121,H81
P124,H82
P125,H83
P119,H81
P59,H30
P59,H44
P100,H72
P101,H73
P108,H52
P108,H76
P109,H77
P102,H72
P103,H73
P110,H76
P111,H77
P61,H44
P126,H84
P127,H85
P140,H88
P141,H89
P142,H88
P143,H89
P87,H4
P87,H65
P89,H4
P89,H65
P138,H88
P139,H89
P136,H88
P137,H89
P85,H65
P27,H2
P27,H23
P78,H58
P79,H59
P144,H57
P145,H57
P135,H57
P104,H74
P105,H75
P146,H90
P147,H91
P90,H66
P91,H67
P53,H41
P31,H27
