parasite_leaf:,host_leaf
P52,H42
P53,H43
P128,H58
P129,H58
P122,H49
P64,H49
P70,H54
P71,H55
P72,H48
P72,H51
P142,H86
P143,H87
P113,H74
P80,H22
P80,H24
P81,H24
P102,H23
P103,H23
P100,H23
P84,H64
P85,H65
P77,H58
P78,H60
P79,H61
P31,H26
P38,H32
P39,H33
P144,H88
P145,H89
P133,H81
P75,H56
P96,H69
P97,H70
P116,H78
P117,H79
P59,H46
P136,H45
P137,H45
P130,H34
P131,H34
P126,H34
P127,H34
P111,H34
P89,H34
P51,H34
P93,H47
P93,H69
P121,H68
P121,H79
P120,H78
P105,H49
P118,H78
P119,H79
P61,H46
P57,H35
P57,H45
P134,H82
P135,H83
P35,H31
P140,H77
P141,H77
P114,H76
P87,H66
P69,H53
P21,H19
P124,H63
P125,H63
P82,H62
P138,H84
P139,H85
P18,H11
P18,H17
P19,H17
P94,H70
P95,H71
P106,H72
P107,H73
P108,H10
P108,H72
P109,H73
