parasite_leaf:,host_leaf
P16,H11
P16,H15
P110,H70
P111,H71
P61,H48
P74,H54
P75,H54
P124,H76
P125,H77
P41,H33
P44,H36
P45,H37
P64,H50
P65,H51
P79,H35
P79,H51
P78,H51
P66,H50
P29,H24
P112,H70
P113,H71
P114,H70
P115,H71
P63,H48
P106,H68
P107,H69
P108,H68
P109,H69
P33,H5
P33,H6
P32,H6
P50,H40
P51,H41
P102,H47
P103,H47
P58,H46
P57,H45
P104,H66
P105,H67
P85,H61
P35,H26
P76,H56
P77,H57
P25,H21
P122,H74
P123,H75
P93,H59
P93,H64
P116,H72
P117,H73
P81,H58
P69,H53
P47,H39
P71,H38
P71,H53
P118,H72
P119,H73
P95,H64
P99,H52
P99,H58
P98,H58
P49,H39
P120,H43
P121,H43
P90,H43
P89,H43
P52,H42
P86,H62
P87,H63
