parasite_leaf:,host_leaf
P180,H84
P181,H85
P55,H35
P124,H64
P125,H65
P19,H15
P144,H13
P145,H13
P42,H30
P43,H31
P46,H25
P46,H28
P91,H49
P91,H50
P147,H49
P147,H51
P176,H82
P177,H83
P101,H49
P101,H51
P162,H80
P163,H81
P109,H56
P178,H82
P179,H82
P173,H83
P174,H82
P175,H83
P93,H50
P164,H80
P165,H81
P111,H56
P170,H82
P171,H83
P89,H50
P166,H80
P167,H81
P168,H80
P169,H81
P107,H56
P158,H76
P159,H77
P121,H62
P71,H42
P112,H58
P113,H59
P154,H52
P155,H52
P142,H19
P143,H19
P148,H74
P149,H75
P97,H54
P51,H32
P53,H17
P53,H32
P150,H74
P151,H75
P152,H74
P153,H75
P99,H54
P48,H17
P48,H33
P49,H32
P103,H16
P103,H40
P102,H40
P69,H41
P15,H3
P15,H5
P126,H66
P127,H67
P134,H70
P135,H71
P129,H69
P67,H39
P78,H36
P78,H47
P79,H46
P118,H60
P119,H61
P81,H46
P156,H73
P157,H73
P138,H72
P130,H61
P131,H61
P116,H60
P77,H46
P140,H72
P141,H73
P27,H21
P75,H36
P75,H46
P183,H32
P182,H60
P184,H61
P185,H61
P136,H72
P137,H73
P29,H6
P29,H21
P160,H78
P161,H79
