parasite_leaf:,host_leaf
P78,H49
P79,H49
P60,H48
P94,H72
P95,H73
P90,H68
P91,H69
P53,H43
P64,H34
P65,H34
P86,H55
P87,H55
P100,H54
P101,H54
P35,H29
P70,H51
P71,H51
P62,H50
P13,H10
P9,H9
P54,H44
P55,H45
P56,H44
P57,H45
P58,H46
P59,H47
P104,H80
P105,H81
P103,H78
P97,H74
P75,H59
P17,H14
P11,H1
P11,H2
P82,H30
P83,H30
P42,H30
P37,H31
P38,H30
P39,H31
P92,H70
P93,H71
P49,H38
P84,H64
P85,H65
P67,H52
P80,H62
P81,H63
P98,H76
P99,H77
P88,H66
P89,H67
P106,H82
P107,H83
P77,H61
