parasite_leaf:,host_leaf
P232,H82
P233,H83
P177,H62
P218,H34
P218,H78
P219,H34
P219,H79
P105,H9
P105,H34
P104,H9
P104,H34
P179,H35
P179,H62
P234,H82
P235,H83
P19,H8
P140,H50
P141,H51
P142,H50
P143,H51
P254,H88
P255,H89
P186,H66
P187,H67
P181,H65
P111,H38
P192,H52
P193,H52
P153,H53
P164,H49
P164,H56
P165,H57
P252,H86
P253,H87
P229,H81
P125,H44
P89,H18
P89,H32
P118,H42
P119,H43
P43,H14
P43,H17
P212,H76
P213,H77
P207,H73
P171,H59
P159,H54
P132,H27
P133,H27
P149,H24
P149,H26
P148,H26
P63,H25
P240,H23
P240,H84
P241,H85
P242,H84
P243,H85
P244,H84
P245,H85
P246,H84
P247,H85
P248,H84
P249,H85
P250,H84
P251,H85
P29,H12
P23,H5
P23,H11
P34,H1
P34,H3
P35,H1
P35,H3
P21,H7
P21,H8
P98,H9
P98,H35
P220,H78
P221,H79
P222,H78
P223,H79
P136,H50
P137,H51
P226,H50
P227,H50
P139,H51
P256,H88
P257,H89
P188,H66
P189,H67
P183,H65
P230,H66
P231,H66
P191,H67
P185,H65
P113,H38
P55,H19
P55,H20
P109,H18
P109,H32
P210,H74
P211,H75
P150,H43
P151,H43
P120,H42
P162,H16
P162,H55
P163,H54
P166,H56
P167,H57
P45,H17
P96,H27
P97,H27
P76,H24
P76,H26
P146,H25
P147,H25
P236,H84
P237,H85
P31,H10
P31,H12
P25,H11
P154,H14
P154,H17
P155,H17
P214,H76
P215,H77
P209,H73
P173,H59
P161,H54
P67,H22
P67,H25
P78,H24
P78,H26
P156,H27
P157,H27
P130,H24
P130,H27
P72,H15
P72,H23
P238,H84
P239,H85
P68,H15
P68,H23
P33,H12
P204,H11
P205,H11
P122,H11
P194,H68
P195,H69
P175,H60
P198,H70
P199,H70
P197,H71
P107,H37
