parasite_leaf:,host_leaf
P7,H3
P7,H4
P114,H28
P115,H28
P63,H29
P15,H5
P15,H7
P74,H32
P75,H33
P69,H31
P110,H20
P111,H20
P78,H34
P79,H35
P84,H36
P85,H37
P100,H40
P101,H40
P91,H41
P53,H23
P102,H18
P103,H18
P48,H18
P49,H18
P43,H18
P92,H40
P93,H41
P94,H40
P95,H41
P104,H23
P105,H23
P29,H6
P29,H17
P25,H12
P25,H15
P72,H30
P72,H32
P73,H33
P67,H31
P45,H20
P112,H37
P113,H37
P107,H37
P82,H36
P50,H19
P50,H22
P51,H23
P37,H18
P31,H17
P108,H46
P109,H47
P97,H43
P116,H48
P117,H49
P99,H44
P86,H38
P87,H39
P88,H38
P89,H39
P64,H26
P65,H26
P59,H8
P59,H27
P80,H8
P80,H26
P81,H26
P61,H27
