parasite_leaf:,host_leaf
P9,H5
P9,H7
P8,H7
P70,H54
P71,H55
P55,H46
P80,H54
P81,H54
P73,H55
P104,H46
P105,H46
P78,H46
P76,H57
P77,H57
P74,H56
P35,H31
P102,H66
P103,H67
P51,H44
P53,H19
P53,H38
P52,H38
P43,H39
P66,H50
P67,H51
P47,H40
P61,H14
P61,H49
P82,H58
P83,H59
P84,H58
P85,H59
P63,H49
P48,H42
P49,H43
P27,H22
P40,H36
P41,H37
P37,H33
P21,H16
P44,H13
P44,H25
P45,H25
P89,H24
P89,H61
P88,H60
P100,H61
P101,H25
P90,H60
P96,H64
P97,H65
P99,H53
P99,H65
P98,H64
P106,H68
P107,H69
P39,H35
P92,H62
P93,H63
P65,H35
