parasite_leaf:,host_leaf
P126,H58
P127,H59
P87,H34
P69,H28
P43,H20
P89,H29
P89,H34
P128,H58
P129,H59
P71,H28
P130,H58
P131,H59
P91,H34
P73,H28
P45,H20
P138,H62
P139,H63
P121,H55
P116,H53
P117,H53
P112,H52
P77,H30
P51,H14
P51,H22
P29,H15
P84,H29
P84,H35
P85,H34
P67,H28
P41,H20
P123,H12
P123,H55
P140,H62
P141,H63
P114,H52
P115,H53
P79,H30
P53,H22
P31,H10
P31,H15
P82,H29
P82,H35
P83,H34
P65,H28
P39,H20
P136,H62
P137,H63
P119,H55
P57,H10
P57,H15
P56,H15
P46,H10
P46,H15
P110,H52
P111,H53
P75,H30
P49,H22
P54,H24
P55,H25
P106,H48
P107,H49
P81,H32
P100,H44
P101,H45
P102,H41
P103,H41
P132,H57
P133,H57
P124,H56
P134,H60
P135,H61
P99,H43
P95,H39
P108,H50
P109,H51
P105,H47
P59,H27
P61,H7
P61,H19
P60,H19
